"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:53:10,2107922","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"16:53:10,2108135","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Latest","SUCCESS","Type: REG_SZ, Length: 212, Data: "
"16:53:10,2108365","Wacom_Tablet.exe","17276","RegCloseKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS",""
"16:53:10,2109420","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2110344","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2110541","Wacom_Tablet.exe","17276","QueryStandardInformationFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","AllocationSize: 28.672, EndOfFile: 27.168, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:10,2110846","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2111586","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS",""
"16:53:10,2114537","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Windows\explorer.exe","SUCCESS","Name: \Windows\explorer.exe"
"16:53:10,2116552","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2117352","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Windows\explorer.exe","SUCCESS","CreationTime: 13.11.2025 13:02:58, LastAccessTime: 30.04.2026 16:53:10, LastWriteTime: 13.11.2025 13:02:58, ChangeTime: 13.11.2025 18:13:49, FileAttributes: A"
"16:53:10,2117539","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2118671","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2119505","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2119835","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2120277","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2121177","Wacom_Tablet.exe","17276","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS","Desired Access: Read"
"16:53:10,2121512","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"16:53:10,2121728","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Latest","SUCCESS","Type: REG_SZ, Length: 212, Data: "
"16:53:10,2121959","Wacom_Tablet.exe","17276","RegCloseKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS",""
"16:53:10,2123051","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2123852","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2124018","Wacom_Tablet.exe","17276","QueryStandardInformationFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","AllocationSize: 28.672, EndOfFile: 27.168, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:10,2124302","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2124896","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS",""
"16:53:10,2126979","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2127452","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Windows\explorer.exe","SUCCESS","CreationTime: 13.11.2025 13:02:58, LastAccessTime: 30.04.2026 16:53:10, LastWriteTime: 13.11.2025 13:02:58, ChangeTime: 13.11.2025 18:13:49, FileAttributes: A"
"16:53:10,2127601","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2128681","Wacom_Tablet.exe","17276","CreateFile","C:\Windows\explorer.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2129317","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2129606","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Windows\explorer.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2130003","Wacom_Tablet.exe","17276","CloseFile","C:\Windows\explorer.exe","SUCCESS",""
"16:53:10,2130653","Wacom_Tablet.exe","17276","RegOpenKey","HKLM\Software\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS","Desired Access: Read"
"16:53:10,2130956","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Type","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"16:53:10,2131150","Wacom_Tablet.exe","17276","RegQueryValue","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE\Latest","SUCCESS","Type: REG_SZ, Length: 212, Data: "
"16:53:10,2131354","Wacom_Tablet.exe","17276","RegCloseKey","HKLM\SOFTWARE\Microsoft\LanguageOverlay\OverlayPackages\de-DE","SUCCESS",""
"16:53:10,2132218","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2132847","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2132993","Wacom_Tablet.exe","17276","QueryStandardInformationFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","AllocationSize: 28.672, EndOfFile: 27.168, NumberOfLinks: 1, DeletePending: False, Directory: False"
"16:53:10,2133252","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2133857","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackde-DE_22621.143.453.0_neutral__8wekyb3d8bbwe\windows\de-DE\78027cf415b179631de558102f527fc6\explorer.exe.mui","SUCCESS",""
"16:53:10,2920236","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","BUFFER OVERFLOW","Name: \Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsT"
"16:53:10,2922676","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Name: \Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"
"16:53:10,2934366","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","BUFFER OVERFLOW","Name: \Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsT"
"16:53:10,2935286","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Name: \Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"
"16:53:10,2939615","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2940421","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","CreationTime: 22.04.2026 09:46:49, LastAccessTime: 30.04.2026 16:52:57, LastWriteTime: 22.04.2026 09:46:51, ChangeTime: 22.04.2026 09:46:51, FileAttributes: A"
"16:53:10,2940645","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS",""
"16:53:10,2944925","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2946393","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2946805","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2947407","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS",""
"16:53:10,2955076","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2957771","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","CreationTime: 22.04.2026 09:46:49, LastAccessTime: 30.04.2026 16:53:10, LastWriteTime: 22.04.2026 09:46:51, ChangeTime: 22.04.2026 09:46:51, FileAttributes: A"
"16:53:10,2958916","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS",""
"16:53:10,2961826","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2963178","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2964477","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2965042","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS",""
"16:53:10,2971455","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","BUFFER OVERFLOW","Name: \Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsT"
"16:53:10,2972027","Wacom_Tablet.exe","17276","QueryNameInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Name: \Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe"
"16:53:10,2974224","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2974808","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","CreationTime: 22.04.2026 09:46:49, LastAccessTime: 30.04.2026 16:53:10, LastWriteTime: 22.04.2026 09:46:51, ChangeTime: 22.04.2026 09:46:51, FileAttributes: A"
"16:53:10,2974990","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS",""
"16:53:10,2976094","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2976925","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
"16:53:10,2977848","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","SyncType: SyncTypeOther"
"16:53:10,2978401","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS",""
"16:53:10,2980953","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2981418","Wacom_Tablet.exe","17276","QueryBasicInformationFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","CreationTime: 22.04.2026 09:46:49, LastAccessTime: 30.04.2026 16:53:10, LastWriteTime: 22.04.2026 09:46:51, ChangeTime: 22.04.2026 09:46:51, FileAttributes: A"
"16:53:10,2981610","Wacom_Tablet.exe","17276","CloseFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS",""
"16:53:10,2982960","Wacom_Tablet.exe","17276","CreateFile","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","SUCCESS","Desired Access: Generic Read/Execute, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"16:53:10,2984367","Wacom_Tablet.exe","17276","CreateFileMapping","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.24.10921.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READ"
